?a  <diedIn>  ?f  ?b  <diedIn>  ?f   => ?a  <hasChild>  ?b	4923
?e  <influences>  ?a  ?e  <influences>  ?b   => ?a  <influences>  ?b	50836
?a  <influences>  ?f  ?f  <actedIn>  ?b   => ?a  <actedIn>  ?b	808
?b  <hasChild>  ?a   => ?a  <hasChild>  ?b	2722
?e  <hasChild>  ?a  ?e  <hasChild>  ?b   => ?a  <isMarriedTo>  ?b	9788
?a  <livesIn>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <livesIn>  ?b	4410
?a  <diedIn>  ?f  ?b  <wasBornIn>  ?f   => ?a  <isMarriedTo>  ?b	6251
?a  <isCitizenOf>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <livesIn>  ?b	7204
?e  <isMarriedTo>  ?a  ?e  <influences>  ?b   => ?a  <influences>  ?b	288
?a  <livesIn>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <wasBornIn>  ?b	4433
?a  <livesIn>  ?f  ?f  <dealsWith>  ?b   => ?a  <livesIn>  ?b	326
?a  <wasBornIn>  ?f  ?b  <wasBornIn>  ?f   => ?a  <isMarriedTo>  ?b	13735
?a  <isMarriedTo>  ?f  ?f  <influences>  ?b   => ?a  <influences>  ?b	341
?a  <isMarriedTo>  ?f  ?b  <isMarriedTo>  ?f   => ?a  <hasChild>  ?b	2093
?a  <hasChild>  ?f  ?f  <hasChild>  ?b   => ?a  <hasChild>  ?b	2714
?e  <hasChild>  ?b  ?a  <hasChild>  ?e   => ?a  <hasChild>  ?b	2714
?b  <isMarriedTo>  ?f  ?f  <isMarriedTo>  ?a   => ?a  <hasChild>  ?b	1269
?e  <isMarriedTo>  ?a  ?b  <isMarriedTo>  ?e   => ?a  <hasChild>  ?b	1269
?e  <hasChild>  ?a  ?e  <actedIn>  ?b   => ?a  <actedIn>  ?b	938
?a  <wasBornIn>  ?f  ?b  <diedIn>  ?f   => ?a  <isMarriedTo>  ?b	6253
?a  <influences>  ?f  ?b  <influences>  ?f   => ?a  <isMarriedTo>  ?b	3479
?a  <wasBornIn>  ?f  ?b  <wasBornIn>  ?f   => ?a  <influences>  ?b	13743
?e  <isInterestedIn>  ?b  ?e  <influences>  ?a   => ?a  <isInterestedIn>  ?b	408
?b  <influences>  ?a   => ?a  <influences>  ?b	2802
?a  <isCitizenOf>  ?f  ?b  <isCitizenOf>  ?f   => ?a  <isMarriedTo>  ?b	11279
?a  <hasWonPrize>  ?f  ?b  <hasWonPrize>  ?f   => ?a  <isMarriedTo>  ?b	16728
?a  <isMarriedTo>  ?f  ?f  <isMarriedTo>  ?b   => ?a  <hasChild>  ?b	1270
?e  <isMarriedTo>  ?b  ?a  <isMarriedTo>  ?e   => ?a  <hasChild>  ?b	1270
?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <isMarriedTo>  ?b	1972
?a  <wasBornIn>  ?f  ?b  <diedIn>  ?f   => ?a  <hasChild>  ?b	6255
?a  <hasChild>  ?f  ?f  <isMarriedTo>  ?b   => ?a  <isMarriedTo>  ?b	1243
?e  <influences>  ?a  ?e  <actedIn>  ?b   => ?a  <actedIn>  ?b	2653
?b  <hasChild>  ?f  ?f  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	1245
?e  <influences>  ?a  ?e  <created>  ?b   => ?a  <actedIn>  ?b	34748
?a  <influences>  ?f  ?f  <created>  ?b   => ?a  <created>  ?b	6276
?e  <hasChild>  ?a  ?e  <isMarriedTo>  ?b   => ?a  <isMarriedTo>  ?b	1969
?a  <hasChild>  ?f  ?b  <isMarriedTo>  ?f   => ?a  <isMarriedTo>  ?b	1159
?b  <isMarriedTo>  ?f  ?f  <hasChild>  ?a   => ?a  <isMarriedTo>  ?b	2308
?a  <livesIn>  ?f  ?b  <dealsWith>  ?f   => ?a  <livesIn>  ?b	1163
?e  <hasChild>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	9789
?a  <participatedIn>  ?f  ?b  <participatedIn>  ?f   => ?a  <hasCapital>  ?b	3012
?a  <hasOfficialLanguage>  ?f  ?b  <hasOfficialLanguage>  ?f   => ?a  <hasCapital>  ?b	3555
?e  <hasCapital>  ?a  ?e  <participatedIn>  ?b   => ?a  <participatedIn>  ?b	3759
?e  <influences>  ?a  ?e  <created>  ?b   => ?a  <created>  ?b	34733
